id,intencion,categoria,pregunta,tipo_respuesta,respuesta,Enlace
175,alta_baja_materias,tramites,¿Dónde puedo ver ¿cómo doy de baja una materia?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
176,alta_baja_materias,tramites,Quiero saber ¿cómo doy de baja una materia,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
177,alta_baja_materias,tramites,¿Cómo funciona ¿cómo doy de baja una materia?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
178,alta_baja_materias,tramites,¿Alguien sabe ¿cómo doy de baja una materia?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
179,alta_baja_materias,tramites,Información sobre ¿cómo doy de baja una materia,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
180,alta_baja_materias,tramites,¿Dónde puedo dar de alta una materia?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
181,alta_baja_materias,tramites,¿Podrías decirme ¿dónde puedo dar de alta una materia?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
182,alta_baja_materias,tramites,Necesito saber ¿dónde puedo dar de alta una materia,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
183,alta_baja_materias,tramites,¿Me puedes explicar ¿dónde puedo dar de alta una materia?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
184,alta_baja_materias,tramites,¿Dónde puedo ver ¿dónde puedo dar de alta una materia?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
185,alta_baja_materias,tramites,Quiero saber ¿dónde puedo dar de alta una materia,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
186,alta_baja_materias,tramites,¿Cómo funciona ¿dónde puedo dar de alta una materia?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
187,alta_baja_materias,tramites,¿Alguien sabe ¿dónde puedo dar de alta una materia?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
188,alta_baja_materias,tramites,Información sobre ¿dónde puedo dar de alta una materia,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
189,alta_baja_materias,tramites,¿Dónde puedo dar de baja una materia?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
190,alta_baja_materias,tramites,¿Podrías decirme ¿dónde puedo dar de baja una materia?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
191,alta_baja_materias,tramites,Necesito saber ¿dónde puedo dar de baja una materia,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
192,alta_baja_materias,tramites,¿Me puedes explicar ¿dónde puedo dar de baja una materia?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
193,alta_baja_materias,tramites,¿Dónde puedo ver ¿dónde puedo dar de baja una materia?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
194,alta_baja_materias,tramites,Quiero saber ¿dónde puedo dar de baja una materia,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
195,alta_baja_materias,tramites,¿Cómo funciona ¿dónde puedo dar de baja una materia?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
196,alta_baja_materias,tramites,¿Alguien sabe ¿dónde puedo dar de baja una materia?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
197,alta_baja_materias,tramites,Información sobre ¿dónde puedo dar de baja una materia,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
198,alta_baja_materias,tramites,¿Cómo agrego una materia a mi horario?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
199,alta_baja_materias,tramites,¿Podrías decirme ¿cómo agrego una materia a mi horario?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
200,alta_baja_materias,tramites,Necesito saber ¿cómo agrego una materia a mi horario,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
201,alta_baja_materias,tramites,¿Me puedes explicar ¿cómo agrego una materia a mi horario?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
202,alta_baja_materias,tramites,¿Dónde puedo ver ¿cómo agrego una materia a mi horario?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
203,alta_baja_materias,tramites,Quiero saber ¿cómo agrego una materia a mi horario,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
204,alta_baja_materias,tramites,¿Cómo funciona ¿cómo agrego una materia a mi horario?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
205,alta_baja_materias,tramites,¿Alguien sabe ¿cómo agrego una materia a mi horario?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
206,alta_baja_materias,tramites,Información sobre ¿cómo agrego una materia a mi horario,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
207,alta_baja_materias,tramites,¿Cómo quito una materia de mi horario?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
208,alta_baja_materias,tramites,¿Podrías decirme ¿cómo quito una materia de mi horario?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
209,alta_baja_materias,tramites,Necesito saber ¿cómo quito una materia de mi horario,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
210,alta_baja_materias,tramites,¿Me puedes explicar ¿cómo quito una materia de mi horario?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
211,alta_baja_materias,tramites,¿Dónde puedo ver ¿cómo quito una materia de mi horario?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
212,alta_baja_materias,tramites,Quiero saber ¿cómo quito una materia de mi horario,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
213,alta_baja_materias,tramites,¿Cómo funciona ¿cómo quito una materia de mi horario?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
214,alta_baja_materias,tramites,¿Alguien sabe ¿cómo quito una materia de mi horario?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
215,alta_baja_materias,tramites,Información sobre ¿cómo quito una materia de mi horario,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
216,alta_baja_materias,tramites,Quiero dar de alta una materia,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
217,alta_baja_materias,tramites,¿Podrías decirme quiero dar de alta una materia?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
218,alta_baja_materias,tramites,Necesito saber quiero dar de alta una materia,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
219,alta_baja_materias,tramites,¿Me puedes explicar quiero dar de alta una materia?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
220,alta_baja_materias,tramites,¿Dónde puedo ver quiero dar de alta una materia?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
221,alta_baja_materias,tramites,Quiero saber quiero dar de alta una materia,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
222,alta_baja_materias,tramites,¿Cómo funciona quiero dar de alta una materia?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
223,alta_baja_materias,tramites,¿Alguien sabe quiero dar de alta una materia?,texto,Para dar de alta-baja una materia debes descargar el formato correspondiente y entregarlo en coordinación. https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
